# Szpitale (id | nazwa | wsp. x | wsp. y | Liczba łóżek | Liczba wolnych łóżek) 
383 | 203 | 924 | 407
244 | 913 | 83 | 646
40 | 774 | 73 | 424
802 | 602 | 425 | 248
568 | 316 | 118 | 947
144 | 865 | 524 | 167
14 | 446 | 261 | 422
531 | 300 | 813 | 375
355 | 781 | 737 | 954
603 | 888 | 759 | 684
340 | 487 | 85 | 235
551 | 975 | 611 | 756
114 | 380 | 701 | 611
203 | 916 | 844 | 601
279 | 920 | 384 | 517
291 | 339 | 57 | 253
701 | 698 | 625 | 955
974 | 90 | 590 | 650
351 | 438 | 5 | 189
303 | 294 | 451 | 222
859 | 485 | 724 | 477
873 | 642 | 221 | 966
324 | 714 | 163 | 79
364 | 889 | 771 | 567
559 | 241 | 501 | 839
595 | 712 | 362 | 285
936 | 961 | 475 | 281
954 | 277 | 739 | 557
953 | 615 | 844 | 620
600 | 173 | 610 | 566
278 | 750 | 423 | 132
594 | 193 | 532 | 471
356 | 346 | 211 | 263
610 | 154 | 740 | 219
208 | 452 | 509 | 777
706 | 446 | 572 | 926
105 | 808 | 799 | 964
889 | 107 | 449 | 898
962 | 436 | 43 | 339
493 | 436 | 220 | 199
178 | 186 | 6 | 2
201 | 720 | 386 | 425
846 | 261 | 381 | 502
457 | 63 | 708 | 616
225 | 880 | 102 | 315
142 | 818 | 353 | 50
296 | 686 | 429 | 363
54 | 748 | 880 | 291
870 | 756 | 507 | 703
450 | 301 | 368 | 730
747 | 746 | 493 | 433
229 | 557 | 251 | 221
0 | 688 | 96 | 951
800 | 780 | 456 | 160
44 | 980 | 210 | 667
89 | 677 | 987 | 606
900 | 382 | 590 | 969
166 | 976 | 684 | 205
855 | 24 | 928 | 327
289 | 775 | 767 | 231
251 | 801 | 388 | 295
257 | 321 | 880 | 873
323 | 898 | 812 | 657
341 | 290 | 540 | 133
795 | 966 | 612 | 323
280 | 978 | 891 | 985
769 | 810 | 948 | 939
79 | 881 | 594 | 92
64 | 617 | 695 | 336
57 | 995 | 838 | 986
526 | 64 | 349 | 968
806 | 602 | 864 | 975
824 | 881 | 129 | 459
944 | 275 | 86 | 225
73 | 442 | 630 | 907
216 | 935 | 394 | 313
49 | 737 | 430 | 156
199 | 843 | 196 | 485
18 | 866 | 10 | 172
413 | 508 | 504 | 593
376 | 860 | 446 | 258
461 | 512 | 155 | 251
508 | 816 | 459 | 153
570 | 377 | 406 | 953
205 | 623 | 109 | 364
503 | 337 | 418 | 607
286 | 203 | 890 | 200
840 | 764 | 814 | 563
956 | 136 | 924 | 525
688 | 751 | 143 | 573
146 | 373 | 703 | 892
580 | 805 | 253 | 193
995 | 173 | 982 | 757
408 | 926 | 990 | 379
357 | 642 | 70 | 913
311 | 634 | 121 | 996
275 | 644 | 58 | 565
65 | 800 | 653 | 989
363 | 587 | 569 | 177
274 | 343 | 960 | 296
635 | 937 | 549 | 541
743 | 371 | 765 | 799
601 | 687 | 501 | 552
252 | 485 | 879 | 556
529 | 234 | 726 | 580
470 | 602 | 488 | 998
584 | 391 | 253 | 745
949 | 721 | 252 | 238
945 | 392 | 95 | 952
579 | 148 | 537 | 971
599 | 297 | 537 | 428
377 | 728 | 735 | 539
990 | 71 | 792 | 560
895 | 477 | 311 | 457
145 | 977 | 583 | 283
959 | 730 | 755 | 137
495 | 796 | 943 | 692
473 | 352 | 226 | 648
488 | 808 | 123 | 56
896 | 525 | 129 | 779
711 | 710 | 766 | 20
472 | 279 | 414 | 432
436 | 761 | 804 | 802
557 | 897 | 155 | 179
399 | 266 | 553 | 22
116 | 774 | 649 | 346
129 | 974 | 198 | 656
754 | 762 | 208 | 284
516 | 10 | 847 | 686
720 | 163 | 643 | 727
258 | 705 | 912 | 864
210 | 245 | 160 | 453
471 | 593 | 268 | 605
783 | 616 | 232 | 226
103 | 612 | 143 | 729
847 | 280 | 357 | 569
301 | 633 | 350 | 625
647 | 716 | 686 | 446
989 | 701 | 995 | 690
269 | 272 | 54 | 483
287 | 929 | 418 | 917
737 | 970 | 173 | 634
793 | 941 | 91 | 151
12 | 92 | 610 | 440
957 | 380 | 194 | 286
637 | 110 | 846 | 568
890 | 478 | 476 | 261
625 | 653 | 758 | 931
427 | 595 | 887 | 116
141 | 568 | 655 | 866
746 | 710 | 964 | 633
867 | 609 | 252 | 697
198 | 666 | 209 | 343
389 | 735 | 788 | 880
696 | 731 | 524 | 825
211 | 847 | 0 | 582
155 | 10 | 881 | 590
640 | 941 | 543 | 640
419 | 837 | 555 | 394
969 | 358 | 620 | 94
268 | 717 | 934 | 383
725 | 474 | 949 | 834
864 | 648 | 269 | 813
233 | 505 | 769 | 472
522 | 441 | 716 | 247
998 | 275 | 40 | 923
510 | 484 | 793 | 218
812 | 498 | 407 | 403
317 | 851 | 683 | 689
904 | 577 | 30 | 843
524 | 863 | 12 | 216
920 | 985 | 149 | 121
167 | 917 | 483 | 631
682 | 192 | 647 | 536
536 | 451 | 785 | 347
686 | 308 | 385 | 423
375 | 851 | 539 | 436
71 | 771 | 779 | 154
284 | 695 | 935 | 852
38 | 280 | 192 | 169
143 | 698 | 398 | 349
292 | 605 | 947 | 80
288 | 789 | 76 | 901
28 | 581 | 780 | 358
507 | 248 | 987 | 334
651 | 98 | 668 | 39
504 | 241 | 618 | 166
481 | 885 | 628 | 615
209 | 696 | 28 | 70
84 | 913 | 437 | 687
764 | 340 | 439 | 603
191 | 503 | 824 | 367
497 | 774 | 349 | 520
534 | 95 | 84 | 980
189 | 866 | 42 | 162
109 | 1 | 629 | 960
151 | 543 | 790 | 233
319 | 230 | 895 | 267
409 | 419 | 775 | 786
39 | 58 | 690 | 851
50 | 354 | 99 | 78
833 | 974 | 175 | 666
447 | 415 | 979 | 32
544 | 477 | 102 | 52
455 | 656 | 550 | 973
428 | 219 | 106 | 386
185 | 725 | 284 | 670
732 | 27 | 526 | 204
879 | 933 | 544 | 34
182 | 7 | 762 | 14
759 | 244 | 836 | 297
51 | 324 | 203 | 246
267 | 5 | 742 | 827
478 | 743 | 686 | 627
118 | 535 | 874 | 88
106 | 935 | 756 | 480
2 | 562 | 708 | 421
973 | 142 | 682 | 466
876 | 989 | 183 | 463
112 | 245 | 700 | 163
850 | 868 | 130 | 149
312 | 822 | 463 | 542
218 | 357 | 713 | 583
799 | 762 | 371 | 123
188 | 643 | 449 | 540
740 | 373 | 632 | 476
110 | 139 | 634 | 820
832 | 649 | 592 | 147
885 | 425 | 921 | 103
598 | 345 | 927 | 114
613 | 681 | 170 | 217
947 | 690 | 473 | 538
888 | 385 | 374 | 416
971 | 639 | 409 | 512
25 | 257 | 509 | 741
314 | 336 | 559 | 755
626 | 90 | 840 | 576
816 | 957 | 388 | 908
970 | 25 | 858 | 143
212 | 77 | 146 | 244
476 | 898 | 834 | 778
452 | 124 | 91 | 93
663 | 518 | 461 | 340
6 | 423 | 30 | 484
154 | 998 | 793 | 406
666 | 128 | 633 | 597
792 | 426 | 662 | 619
645 | 121 | 25 | 311
61 | 86 | 695 | 381
411 | 418 | 780 | 978
887 | 48 | 500 | 357
168 | 618 | 446 | 220
927 | 523 | 339 | 414
283 | 655 | 760 | 227
581 | 213 | 696 | 945
518 | 224 | 103 | 378
91 | 705 | 2 | 782
715 | 723 | 802 | 206
538 | 794 | 54 | 442
710 | 72 | 392 | 662
236 | 849 | 964 | 609
741 | 821 | 95 | 68
821 | 172 | 929 | 385
220 | 230 | 322 | 801
490 | 836 | 25 | 368
619 | 993 | 269 | 764
681 | 522 | 644 | 842
285 | 52 | 552 | 148
354 | 965 | 107 | 316
871 | 222 | 91 | 276
308 | 849 | 52 | 73
915 | 332 | 410 | 688
69 | 430 | 21 | 325
331 | 125 | 52 | 610
695 | 665 | 896 | 581
933 | 428 | 679 | 308
372 | 769 | 737 | 943
353 | 357 | 303 | 377
532 | 594 | 419 | 320
474 | 908 | 709 | 100
877 | 277 | 66 | 914
591 | 670 | 21 | 594
836 | 416 | 432 | 142
958 | 558 | 784 | 744
173 | 563 | 78 | 81
365 | 999 | 801 | 668
607 | 498 | 323 | 521
794 | 996 | 118 | 25
26 | 144 | 24 | 110
177 | 355 | 506 | 997
246 | 697 | 265 | 738
416 | 764 | 695 | 992
665 | 522 | 912 | 882
398 | 137 | 90 | 577
321 | 410 | 397 | 554
672 | 311 | 750 | 766
894 | 153 | 561 | 514
374 | 120 | 330 | 44
195 | 419 | 838 | 769
892 | 742 | 632 | 794
521 | 162 | 84 | 751
120 | 961 | 618 | 927
421 | 627 | 729 | 322
930 | 181 | 603 | 392
760 | 575 | 70 | 790
337 | 411 | 494 | 948
475 | 84 | 463 | 642
540 | 742 | 896 | 815
535 | 940 | 579 | 99
170 | 232 | 779 | 198
734 | 606 | 648 | 67
113 | 514 | 81 | 543
387 | 438 | 547 | 429
500 | 230 | 443 | 829
74 | 168 | 519 | 747
85 | 144 | 16 | 454
379 | 386 | 974 | 488
442 | 107 | 703 | 962
659 | 957 | 581 | 974
946 | 1000 | 251 | 12
264 | 635 | 860 | 724
693 | 44 | 247 | 228
782 | 813 | 668 | 715
902 | 162 | 913 | 455
623 | 244 | 292 | 874
147 | 454 | 920 | 774
761 | 768 | 273 | 655
131 | 991 | 222 | 374
578 | 319 | 923 | 396
206 | 369 | 224 | 434
456 | 965 | 879 | 862
405 | 724 | 353 | 185
804 | 984 | 196 | 90
271 | 782 | 416 | 501
174 | 126 | 191 | 719
401 | 397 | 171 | 448
160 | 121 | 889 | 338
260 | 855 | 476 | 373
942 | 575 | 750 | 981
367 | 533 | 2 | 499
5 | 945 | 423 | 31
814 | 507 | 382 | 524
333 | 596 | 269 | 626
368 | 778 | 951 | 344
304 | 437 | 260 | 53
248 | 946 | 243 | 865
322 | 451 | 42 | 194
671 | 244 | 362 | 144
318 | 964 | 164 | 591
542 | 2 | 48 | 546
60 | 136 | 329 | 578
223 | 368 | 424 | 109
648 | 632 | 744 | 665
13 | 975 | 243 | 126
583 | 863 | 903 | 550
752 | 453 | 777 | 150
509 | 227 | 429 | 961
820 | 643 | 73 | 303
624 | 592 | 467 | 749
831 | 211 | 926 | 57
602 | 44 | 497 | 559
690 | 228 | 390 | 101
15 | 62 | 77 | 318
22 | 727 | 766 | 735
305 | 758 | 47 | 696
932 | 488 | 405 | 661
171 | 841 | 288 | 993
811 | 83 | 211 | 767
541 | 951 | 283 | 772
498 | 424 | 975 | 736
179 | 144 | 71 | 464
332 | 921 | 922 | 555
771 | 566 | 85 | 350
573 | 634 | 654 | 800
718 | 502 | 448 | 614
976 | 147 | 246 | 510
111 | 963 | 560 | 117
431 | 991 | 562 | 55
683 | 472 | 28 | 97
891 | 33 | 488 | 182
56 | 430 | 483 | 441
781 | 592 | 246 | 720
184 | 671 | 165 | 776
898 | 23 | 777 | 170
766 | 635 | 941 | 426
952 | 198 | 588 | 848
221 | 185 | 440 | 35
92 | 29 | 397 | 940
938 | 275 | 174 | 45
465 | 12 | 830 | 649
709 | 699 | 554 | 544
588 | 734 | 36 | 798
423 | 88 | 476 | 215
773 | 690 | 546 | 264
668 | 343 | 432 | 490
384 | 90 | 596 | 635
194 | 678 | 113 | 937
723 | 539 | 921 | 279
576 | 987 | 933 | 587
926 | 737 | 483 | 83
140 | 302 | 915 | 709
628 | 449 | 631 | 382
339 | 786 | 265 | 718
778 | 563 | 754 | 487
872 | 657 | 502 | 305
139 | 297 | 464 | 746
906 | 169 | 434 | 858
712 | 641 | 831 | 531
326 | 11 | 378 | 341
574 | 282 | 807 | 202
316 | 164 | 499 | 30
982 | 20 | 651 | 266
655 | 101 | 406 | 176
699 | 487 | 141 | 830
281 | 809 | 343 | 497
124 | 93 | 924 | 817
137 | 739 | 549 | 547
629 | 906 | 454 | 988
893 | 929 | 831 | 821
653 | 759 | 932 | 699
713 | 948 | 107 | 807
402 | 428 | 126 | 66
466 | 622 | 136 | 707
290 | 286 | 170 | 958
788 | 617 | 354 | 211
439 | 955 | 32 | 210
164 | 970 | 712 | 439
922 | 585 | 831 | 495
622 | 908 | 163 | 125
207 | 412 | 937 | 345
577 | 267 | 437 | 876
276 | 464 | 34 | 191
587 | 175 | 896 | 365
733 | 820 | 692 | 933
748 | 821 | 159 | 599
370 | 10 | 901 | 389
863 | 58 | 348 | 816
809 | 498 | 578 | 959
36 | 228 | 578 | 515
948 | 228 | 181 | 623
157 | 311 | 647 | 449
444 | 822 | 301 | 516
234 | 409 | 644 | 1
347 | 621 | 328 | 409
986 | 771 | 26 | 134
826 | 997 | 409 | 505
197 | 152 | 484 | 294
634 | 563 | 239 | 435
42 | 911 | 417 | 413
514 | 221 | 727 | 967
539 | 555 | 401 | 632
768 | 537 | 392 | 230
300 | 228 | 836 | 853
161 | 672 | 964 | 857
133 | 730 | 7 | 530
80 | 129 | 396 | 120
27 | 84 | 68 | 84
253 | 852 | 759 | 412
55 | 986 | 162 | 579
373 | 593 | 814 | 519
499 | 799 | 405 | 415
310 | 328 | 290 | 437
410 | 828 | 927 | 494
52 | 468 | 566 | 893
797 | 447 | 102 | 87
960 | 653 | 42 | 188
459 | 376 | 16 | 467
483 | 629 | 740 | 452
758 | 21 | 421 | 765
512 | 348 | 744 | 351
434 | 568 | 101 | 259
775 | 672 | 445 | 398
923 | 539 | 336 | 76
639 | 522 | 261 | 622
232 | 985 | 311 | 86
869 | 932 | 891 | 509
729 | 737 | 63 | 252
448 | 756 | 529 | 223
262 | 86 | 141 | 685
749 | 735 | 837 | 863
58 | 77 | 410 | 868
366 | 23 | 206 | 771
547 | 100 | 306 | 108
123 | 116 | 770 | 289
126 | 495 | 53 | 725
650 | 246 | 203 | 278
981 | 326 | 296 | 74
552 | 267 | 503 | 165
453 | 685 | 607 | 896
685 | 893 | 160 | 234
20 | 355 | 116 | 324
555 | 97 | 45 | 269
763 | 961 | 589 | 27
336 | 444 | 197 | 784
62 | 192 | 37 | 680
787 | 932 | 869 | 48
299 | 588 | 534 | 236
546 | 844 | 238 | 671
360 | 163 | 221 | 894
917 | 372 | 653 | 337
790 | 619 | 243 | 783
780 | 64 | 448 | 653
454 | 11 | 806 | 570
10 | 754 | 610 | 984
739 | 601 | 894 | 888
774 | 730 | 173 | 836
175 | 188 | 183 | 41
239 | 494 | 84 | 319
662 | 729 | 421 | 180
227 | 486 | 147 | 130
545 | 115 | 326 | 26
348 | 3 | 409 | 138
822 | 193 | 76 | 136
86 | 424 | 92 | 290
46 | 520 | 252 | 245
633 | 465 | 994 | 475
533 | 81 | 668 | 645
815 | 558 | 649 | 504
9 | 45 | 922 | 326
94 | 33 | 732 | 845
931 | 635 | 341 | 810
99 | 105 | 707 | 561
47 | 749 | 616 | 492
484 | 782 | 987 | 734
631 | 374 | 149 | 711
254 | 746 | 173 | 885
515 | 397 | 398 | 678
156 | 177 | 894 | 111
152 | 982 | 66 | 270
187 | 989 | 157 | 763
385 | 407 | 27 | 872
396 | 611 | 994 | 847
924 | 881 | 924 | 905
861 | 532 | 801 | 919
862 | 597 | 490 | 675
148 | 768 | 984 | 849
501 | 126 | 338 | 694
158 | 969 | 441 | 292
841 | 709 | 803 | 58
530 | 137 | 319 | 129
1000 | 407 | 671 | 750
674 | 833 | 370 | 11
458 | 748 | 29 | 400
394 | 468 | 293 | 826
176 | 870 | 989 | 595
130 | 704 | 936 | 209
865 | 458 | 914 | 803
53 | 591 | 845 | 280
874 | 148 | 445 | 49
620 | 712 | 58 | 906
882 | 854 | 841 | 355
678 | 956 | 428 | 300
919 | 317 | 401 | 976
951 | 446 | 719 | 659
916 | 737 | 763 | 265
731 | 998 | 999 | 62
369 | 83 | 632 | 498
825 | 516 | 345 | 29
868 | 974 | 523 | 196
827 | 965 | 722 | 922
163 | 450 | 207 | 743
582 | 823 | 16 | 682
4 | 512 | 246 | 17
3 | 446 | 526 | 417
128 | 943 | 496 | 713
98 | 799 | 232 | 838
388 | 913 | 89 | 875
186 | 57 | 177 | 195
226 | 830 | 327 | 465
967 | 105 | 628 | 533
21 | 669 | 747 | 941
955 | 651 | 903 | 82
329 | 279 | 600 | 23
214 | 679 | 980 | 107
597 | 281 | 692 | 388
190 | 90 | 6 | 391
93 | 955 | 527 | 241
914 | 10 | 577 | 788
556 | 461 | 946 | 277
875 | 161 | 167 | 636
585 | 93 | 459 | 232
386 | 325 | 255 | 878
433 | 130 | 345 | 317
193 | 37 | 695 | 900
338 | 737 | 842 | 513
81 | 274 | 64 | 329
192 | 675 | 653 | 641
911 | 969 | 694 | 239
43 | 373 | 781 | 411
999 | 449 | 490 | 740
692 | 768 | 967 | 301
